WDPAID,NAME,CONTINENT,COUNTRY,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,?,MEAN_VISITATION,SOURCE,NOTES,,,,,,,,,,,,,,
1075,Cape Lookout,Northern America,United States,,,"357,443.00","553,243.00","446,148.00","625,387.00","610,337.00","704,480.00","720,216.00","692,857.00",,"860,602.00","486,899.00","601,954.00","530,181.00","508,116.00","480,294.00","416,568.00","430,927.00","400,413.00","458,000.00","399,357.00","803,155.00",,,554328.85,https://www.nps.gov/subjects/socialscience/visitation.htm (accessed 08/08/2019),,,,,,,,,,,,,,,
1111191,Mojave,Northern America,United States,,,"374,378.00","391,694.00","444,402.00","492,745.00","492,785.00","615,269.00","546,312.00","632,521.00","537,250.00","582,675.00","618,285.00","528,865.00","600,897.00","536,006.00","542,527.00","549,599.00","554,560.00","589,155.00","585,635.00","716,604.00","787,404.00",,,558074.6667,https://www.nps.gov/subjects/socialscience/visitation.htm (accessed 27/08/2019),,,,,,,,,,,,,,,
1065,Padre Island,Northern America,United States,,,"707,999.00","630,562.00","759,596.00","656,873.00","532,843.00","568,737.00","643,792.00","666,580.00",,"658,317.00","635,925.00","642,163.00","612,716.00","542,873.00","573,855.00","515,830.00","578,815.00","582,839.00","634,012.00","650,197.00","730,994.00",,,626275.9,https://www.nps.gov/subjects/socialscience/visitation.htm (accessed 29/08/2019),,,,,,,,,,,,,,,
373122,Petrified Forest National,Northern America,United States,,,"816,506.00","666,978.00","605,192.00","583,904.00","571,586.00","586,245.00","580,000.00","598,378.00","581,681.00","563,590.00","543,714.00","631,613.00","664,725.00","614,054.00","664,857.00","644,648.00","836,799.00","793,225.00","643,274.00","627,757.00","644,922.00",,,641126.0952,https://www.nps.gov/subjects/socialscience/visitation.htm (accessed 29/08/2019),,,,,,,,,,,,,,,
555586827,Fort Sumter,Northern America,United States,,,"334,762.00","301,420.00","319,147.00","919,443.00","922,776.00","839,036.00","781,239.00","779,390.00","776,162.00","788,838.00","744,971.00","785,604.00","797,713.00","857,883.00","842,027.00","815,007.00","828,521.00","840,711.00","888,330.00","896,569.00","859,880.00",,,758068.0476,https://www.nps.gov/subjects/socialscience/visitation.htm (accessed 16/08/2019),,,,,,,,,,,,,,,
6666274,Timucuan,Northern America,United States,,,"633,233.00","637,012.00","650,585.00","707,183.00","655,335.00","810,821.00","750,230.00","903,177.00","1,011,989.00","999,833.00","1,038,888.00","1,195,171.00","993,948.00","1,028,922.00","1,076,310.00","1,031,667.00","1,121,318.00","1,239,423.00","1,148,494.00","1,218,306.00","1,134,857.00",,,951747.7143,https://www.nps.gov/subjects/socialscience/visitation.htm (accessed 04/09/2019),,,,,,,,,,,,,,,
971,Everglades,Northern America,United States,,,"1,118,215.00","1,073,982.00","995,390.00","1,049,851.00","968,909.00","1,040,648.00","1,181,355.00","1,233,837.00",,"1,074,764.00","822,118.00","900,882.00","915,538.00","934,351.00","1,141,906.00","1,047,116.00","1,110,901.00","1,077,427.00","930,907.00","1,018,557.00","954,022.00",,,1029533.8,https://www.nps.gov/subjects/socialscience/visitation.htm (accessed 12/08/2019),,,,,,,,,,,,,,,
1069,Canaveral,Northern America,United States,,,"703,301.00","846,512.00","1,115,345.00","1,062,962.00","1,075,747.00","1,045,898.00","1,050,211.00","1,007,446.00",,"1,038,449.00","994,453.00","1,001,665.00","966,099.00","1,005,001.00","994,430.00","1,133,688.00","1,451,225.00","1,689,754.00","1,629,944.00","1,598,586.00","1,005,402.00",,,1120805.9,https://www.nps.gov/subjects/socialscience/visitation.htm (accessed 08/08/2019),,,,,,,,,,,,,,,
366509,Buffalo National Ri,Northern America,United States,,,"651,223.00","796,279.00","731,783.00","794,676.00","765,628.00","635,344.00","1,191,021.00","984,059.00","1,068,090.00","1,194,043.00","1,405,802.00","1,522,586.00","1,545,599.00","1,169,802.00","1,093,083.00","1,125,227.00","1,357,057.00","1,463,304.00","1,785,359.00","1,471,330.00","1,240,119.00",,,1142448.286,https://www.nps.gov/subjects/socialscience/visitation.htm (accessed 08/08/2019),,,,,,,,,,,,,,,
555586219,Hawaii Volcanoes,Northern America,United States,,,"1,352,373.00","1,502,855.00","1,514,636.00","1,343,286.00","1,110,998.00","1,122,524.00","1,307,391.00","1,661,196.00","1,612,246.00","1,467,779.00","1,270,538.00","1,233,105.00","1,304,667.00","1,352,123.00","1,483,928.00","1,583,209.00","1,693,005.00","1,832,660.00","1,887,580.00","2,016,702.00","1,116,891.00",,,1465223.429,https://www.nps.gov/subjects/socialscience/visitation.htm (accessed 23/08/2019),,,,,,,,,,,,,,,
1111192,Sequoia-Kings Canyon,Northern America,United States,,,"1,401,515.00","1,432,763.00","1,367,934.00","1,412,114.00","1,465,712.00","1,535,284.00","1,525,212.00","1,599,736.00","1,507,273.00","1,559,666.00",,,,,,,,,,,,,,1480720.9,Balmford et al. (2015),,,,,,,,,,,,,,,
1077,Indiana Dunes,Northern America,United States,,,"2,108,789.00","1,748,047.00","1,820,228.00","1,735,404.00","1,989,941.00","1,953,449.00","1,810,330.00","2,127,336.00",,"1,972,344.00","1,833,596.00","1,944,568.00","2,150,345.00","1,840,513.00","1,889,381.00","1,681,695.00","1,553,372.00","1,640,195.00","1,698,223.00","2,158,471.00","1,938,132.00",,,1879717.95,https://www.nps.gov/subjects/socialscience/visitation.htm (accessed 27/08/2019),,,,,,,,,,,,,,,
1072,Assateague Island,Northern America,United States,,,"1,836,784.00","1,891,992.00","1,810,501.00","1,897,634.00","2,117,458.00","2,020,666.00","2,048,789.00","1,996,502.00",,"2,110,918.00","2,011,438.00","2,129,658.00","2,106,090.00","2,105,419.00","2,154,859.00","2,056,828.00","2,170,681.00","2,275,606.00","2,267,821.00","2,347,167.00","1,932,817.00",,,2064481.4,https://www.nps.gov/subjects/socialscience/visitation.htm (accessed 08/08/2019),,,,,,,,,,,,,,,
1074,Cape Hatteras,Northern America,United States,,,"2,737,640.00","2,634,587.00","2,647,383.00","2,592,889.00","2,923,894.00","2,660,535.00","2,208,189.00","2,260,628.00",,"2,237,378.00","2,146,392.00","2,282,543.00","2,193,292.00","1,960,711.00","2,302,040.00","2,214,565.00","2,153,350.00","2,274,635.00","2,411,711.00","2,433,703.00","2,125,005.00",,,2370053.5,https://www.nps.gov/subjects/socialscience/visitation.htm (accessed 08/08/2019),,,,,,,,,,,,,,,
11111518,Olympic,Northern America,United States,,,"3,577,007.00","3,364,266.00","3,327,722.00","3,416,069.00","3,691,310.00","3,225,327.00","3,073,722.00","3,142,774.00","2,749,197.00","2,988,686.00","3,081,451.00","3,276,459.00","2,844,563.00","2,966,502.00","2,824,908.00","3,085,340.00","3,243,872.00","3,263,761.00","3,390,221.00","3,401,996.00","3,104,455.00",,,3192362.286,https://www.nps.gov/subjects/socialscience/visitation.htm (accessed 29/08/2019),,,,,,,,,,,,,,,
666633,Gulf Islands,Northern America,United States,,,"4,293,301.00","4,597,270.00","4,590,595.00","4,549,900.00","4,561,862.00","4,939,771.00","4,241,477.00","1,689,400.00","1,986,816.00","2,034,294.00","2,054,201.00","4,132,674.00","4,283,747.00","5,501,872.00","4,973,462.00","4,837,965.00","4,455,240.00","3,976,883.00","4,771,309.00","3,952,941.00","4,229,968.00",,,4031188,https://www.nps.gov/subjects/socialscience/visitation.htm (accessed 23/08/2019),,,,,,,,,,,,,,,
1070,Cape Cod,Northern America,United States,,,"4,804,185.00","4,915,414.00","4,581,169.00","4,391,478.00","4,455,931.00","4,066,365.00","4,106,840.00","3,712,812.00",,"4,351,609.00","4,644,235.00","4,311,949.00","4,653,706.00","4,454,771.00","4,441,290.00","4,501,898.00","4,426,750.00","4,503,220.00","4,692,796.00","4,125,418.00","4,487,716.00",,,4431477.6,https://www.nps.gov/subjects/socialscience/visitation.htm (accessed 08/08/2019),,,,,,,,,,,,,,,
55553952,Moores Creek,Northern America,United States,,,,,,,,,,,,,,,51326,,,,,,,,,,,51326,https://www.nps.gov/subjects/socialscience/visitation.htm (accessed 08/08/2019),,,,,,,,,,,,,,,
10188,Ba Be,Asia,Vietnam,,,,,,,,,,,,,,,,,,,,45,,,,,,45,An et al. (2019),,,,,,,,,,,,,,,
303067,Bidoup-Nui Ba,Asia,Vietnam,,,,,,,,,,,,,,,,,,,,"7,442.00",,,,,,7442,An et al. (2019),,,,,,,,,,,,,,,
555594121,Bai Tu Long,Asia,Vietnam,,,,,,,,,,,,,,,,,,,,"12,838.00",,,,,,12838,An et al. (2019),,,,,,,,,,,,,,,
555594122,Mui Ca Mau,Asia,Vietnam,,,,,,,,,,,,,,,,,,,,"109,372.00",,,,,,109372,An et al. (2019),,,,,,,,,,,,,,,
6259,Lorraine,Europe,France,,"25,620,000",,,,,,,,,,,,,,,,,,,,,,,,25620000,Despr�s (1998),,,,,,,,,,,,,,,
11155,Comana,Europe,Romania,,,,,,,,,,,,,,,"25,000.00",,,"35,000.00",,"40,000.00",,,,,,33333.33333,INCDT (2015),,,,,,,,,,,,,,,
11179,Muntii Apuseni,Europe,Romania,,,,,,,,,,,,,,,,,,,,,,,,,"500,000.00",500000,INCDT (2015),,,,,,,,,,,,,,,
10950,Blelham Bog,Europe,United Kingdom,,,,,,,,,,,,,,,,,,,,50,,,,,,50,Ben Le Bas (NatEng) Pers. Commun.,,,,,,,,,,,,,,,
736,Aso kuju,Asia,Japan,,,,,,,,,,,,,,,,,"259,000.00","278,000.00",,,,,,,,268500,Jones & Ohsawa (2016),,,,,,,,,,,,,,,
737,Setonaikai,Asia,Japan,,,,,,,,,,,,,,,,,"63,000.00","79,000.00",,,,,,,,71000,Jones & Ohsawa (2016),,,,,,,,,,,,,,,
12259,Saikai,Asia,Japan,,,,,,,,,,,,,,,,,"32,000.00","53,000.00",,,,,,,,42500,Jones & Ohsawa (2016),,,,,,,,,,,,,,,
740,Ise shima,Asia,Japan,,,,,,,,,,,,,,,,,"19,000.00","24,000.00",,,,,,,,21500,Jones & Ohsawa (2016),,,,,,,,,,,,,,,
750,San'inkaigan,Asia,Japan,,,,,,,,,,,,,,,,,"10,000.00","16,000.00",,,,,,,,13000,Jones & Ohsawa (2016),,,,,,,,,,,,,,,
12258,Nikko,Asia,Japan,,,,,,,,,,,,,,,,,"104,000.00","139,000.00",,,,,,,,121500,Jones & Ohsawa (2016),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
